readName,readClass
m84074_240804_073425_s4/238228678/ccs,CTCR-P
m84074_240804_073425_s4/228987364/ccs,CTCR-P
m84074_240804_073425_s4/248188468/ccs,CTCR-P
m84074_240804_073425_s4/260902121/ccs,CTCR-P
m84074_240804_073425_s4/228921806/ccs,CTCR-P
m84074_240804_073425_s4/241897210/ccs,CTCR-P
m84074_240804_073425_s4/250220590/ccs,CTCR-P
m84074_240804_073425_s4/255399195/ccs,CTCR-P
m84074_240804_073425_s4/247533224/ccs,CTCR-P
m84074_240804_073425_s4/264705314/ccs,CTCR-P
m84074_240804_073425_s4/248058327/ccs,CTCR-P
m84074_240804_073425_s4/223350027/ccs,CTCR-P
m84074_240804_073425_s4/211490328/ccs,CTCR-P
m84074_240804_073425_s4/263196609/ccs,CTCR-P
m84074_240804_073425_s4/258149937/ccs,CTCR-P
m84074_240804_073425_s4/233639875/ccs,CTCR-P
m84074_240804_073425_s4/233968647/ccs,CTCR-P
m84074_240804_073425_s4/258609278/ccs,CTCR-P
m84074_240804_073425_s4/245502421/ccs,CTCR-P
m84074_240804_073425_s4/267391662/ccs,CTCR-P
m84074_240804_073425_s4/227808646/ccs,CTCR-P
m84074_240804_073425_s4/250679845/ccs,CTCR-P
m84074_240804_073425_s4/245437094/ccs,CTCR-P
m84074_240804_073425_s4/249828870/ccs,CTCR-P
m84074_240804_073425_s4/245568144/ccs,CTCR-P
m84074_240804_073425_s4/240850546/ccs,CTCR-P
m84074_240804_073425_s4/246289125/ccs,CTCR-P
m84074_240804_073425_s4/253497142/ccs,CTCR-P
m84074_240804_073425_s4/249827344/ccs,CTCR-P
m84074_240804_073425_s4/260248689/ccs,CTCR-P
m84074_240804_073425_s4/238424314/ccs,CTCR-P
m84074_240804_073425_s4/245634075/ccs,CTCR-P
m84074_240804_073425_s4/252186430/ccs,CTCR-P
m84074_240804_073425_s4/248845335/ccs,CTCR-P
m84074_240804_073425_s4/263788128/ccs,CTCR-P
m84074_240804_073425_s4/266865674/ccs,CTCR-P
m84074_240804_073425_s4/239605379/ccs,CTCR-P
m84074_240804_073425_s4/260967551/ccs,CTCR-P
m84074_240804_073425_s4/243076484/ccs,CTCR-P
m84074_240804_073425_s4/256578238/ccs,CTCR-P
m84074_240804_073425_s4/250549589/ccs,CTCR-P
m84074_240804_073425_s4/244518395/ccs,CTCR-P
m84074_240804_073425_s4/216666069/ccs,CTCR-P
m84074_240804_073425_s4/244979315/ccs,CTCR-P
m84074_240804_073425_s4/243602041/ccs,CTCR-P
m84074_240804_073425_s4/228267242/ccs,CTCR-P
m84074_240804_073425_s4/216797363/ccs,CTCR-P
m84074_240804_073425_s4/251858225/ccs,CTCR-P
m84074_240804_073425_s4/220859651/ccs,CTCR-P
m84074_240804_073425_s4/241374669/ccs,CTCR-P
m84074_240804_073425_s4/258347808/ccs,CTCR-P
m84074_240804_073425_s4/228854874/ccs,CTCR-P
m84074_240804_073425_s4/260836549/ccs,CTCR-P
m84074_240804_073425_s4/248515869/ccs,CTCR-P
m84074_240804_073425_s4/222760650/ccs,CTCR-P
m84074_240804_073425_s4/259593163/ccs,CTCR-P
m84074_240804_073425_s4/264049244/ccs,CTCR-P
m84074_240804_073425_s4/243143115/ccs,CTCR-P
m84074_240804_073425_s4/243405116/ccs,CTCR-P
m84074_240804_073425_s4/239276855/ccs,CTCR-P
m84074_240804_073425_s4/253169602/ccs,CTCR-P
m84074_240804_073425_s4/233704455/ccs,CTCR-P
m84074_240804_073425_s4/245699113/ccs,CTCR-P
m84074_240804_073425_s4/223549209/ccs,CTCR-P
m84074_240804_073425_s4/228724136/ccs,CTCR-P
m84074_240804_073425_s4/255530492/ccs,CTCR-P
m84074_240804_073425_s4/238819249/ccs,CTCR-P
m84074_240804_073425_s4/227544973/ccs,CTCR-P
m84074_240804_073425_s4/241964375/ccs,CTCR-P
m84074_240804_073425_s4/264311235/ccs,CTCR-P
m84074_240804_073425_s4/257822855/ccs,CTCR-P
m84074_240804_073425_s4/264639259/ccs,CTCR-P
m84074_240804_073425_s4/221515816/ccs,CTCR-P
m84074_240804_073425_s4/240981505/ccs,CTCR-P
m84074_240804_073425_s4/250482950/ccs,CTCR-P
m84074_240804_073425_s4/251269685/ccs,CTCR-P
m84074_240804_073425_s4/259788533/ccs,CTCR-P
m84074_240804_073425_s4/259526624/ccs,CTCR-P
m84074_240804_073425_s4/229054074/ccs,CTCR-P
m84074_240804_073425_s4/263066290/ccs,CTCR-P
m84074_240804_073425_s4/252515527/ccs,CTCR-P
m84074_240804_073425_s4/217517315/ccs,CTCR-P
m84074_240804_073425_s4/252448837/ccs,CTCR-P
m84074_240804_073425_s4/239013444/ccs,CTCR-P
m84074_240804_073425_s4/217780342/ccs,CTCR-P
m84074_240804_073425_s4/261361970/ccs,CTCR-P
m84074_240804_073425_s4/258608691/ccs,CTCR-P
m84074_240804_073425_s4/237898764/ccs,CTCR-P
m84074_240804_073425_s4/243470711/ccs,CTCR-P
m84074_240804_073425_s4/260838191/ccs,CTCR-P
m84074_240804_073425_s4/263722376/ccs,CTCR-P
m84074_240804_073425_s4/211556110/ccs,CTCR-P
m84074_240804_073425_s4/237835367/ccs,CTCR-P
m84074_240804_073425_s4/257626139/ccs,CTCR-P
m84074_240804_073425_s4/248452281/ccs,CTCR-P
m84074_240804_073425_s4/238357575/ccs,CTCR-P
m84074_240804_073425_s4/252710700/ccs,CTCR-P
m84074_240804_073425_s4/222172703/ccs,CTCR-P
m84074_240804_073425_s4/233968405/ccs,CTCR-P
m84074_240804_073425_s4/253825461/ccs,CTCR-P
m84074_240804_073425_s4/237965369/ccs,CTCR-P
m84074_240804_073425_s4/249564817/ccs,CTCR-P
m84074_240804_073425_s4/222630552/ccs,CTCR-P
m84074_240804_073425_s4/247731574/ccs,CTCR-P
m84074_240804_073425_s4/238619963/ccs,CTCR-P
m84074_240804_073425_s4/237703031/ccs,CTCR-P
m84074_240804_073425_s4/260509317/ccs,CTCR-P
m84074_240804_073425_s4/246879717/ccs,CTCR-P
m84074_240804_073425_s4/217320918/ccs,CTCR-P
m84074_240804_073425_s4/238948518/ccs,CTCR-P
m84074_240804_073425_s4/259198391/ccs,CTCR-P
m84074_240804_073425_s4/258151217/ccs,CTCR-P
m84074_240804_073425_s4/234164574/ccs,CTCR-P
m84074_240804_073425_s4/253039489/ccs,CTCR-P
m84074_240804_073425_s4/264704562/ccs,CTCR-P
m84074_240804_073425_s4/211881418/ccs,CTCR-P
m84074_240804_073425_s4/241962492/ccs,CTCR-P
m84074_240804_073425_s4/267128267/ccs,CTCR-P
m84074_240804_073425_s4/234557797/ccs,CTCR-P
m84074_240804_073425_s4/251531439/ccs,CTCR-P
m84074_240804_073425_s4/228529266/ccs,CTCR-P
m84074_240804_073425_s4/222170465/ccs,CTCR-P
m84074_240804_073425_s4/265948693/ccs,CTCR-P
m84074_240804_073425_s4/263720975/ccs,CTCR-P
m84074_240804_073425_s4/263393416/ccs,CTCR-P
m84074_240804_073425_s4/234098349/ccs,CTCR-P
m84074_240804_073425_s4/221253149/ccs,CTCR-P
m84074_240804_073425_s4/249695361/ccs,CTCR-P
m84074_240804_073425_s4/247009968/ccs,CTCR-P
m84074_240804_073425_s4/245699421/ccs,CTCR-P
m84074_240804_073425_s4/244059818/ccs,CTCR-P
m84074_240804_073425_s4/255790411/ccs,CTCR-P
m84074_240804_073425_s4/228462350/ccs,CTCR-P
m84074_240804_073425_s4/247207683/ccs,CTCR-P
m84074_240804_073425_s4/255528522/ccs,CTCR-P
m84074_240804_073425_s4/217977799/ccs,CTCR-P
m84074_240804_073425_s4/252383658/ccs,CTCR-P
m84074_240804_073425_s4/240587242/ccs,CTCR-P
m84074_240804_073425_s4/241503742/ccs,CTCR-P
m84074_240804_073425_s4/216799044/ccs,CTCR-P
m84074_240804_073425_s4/241634909/ccs,CTCR-P
m84074_240804_073425_s4/260116605/ccs,CTCR-P
m84074_240804_073425_s4/233707079/ccs,CTCR-P
m84074_240804_073425_s4/241833808/ccs,CTCR-P
m84074_240804_073425_s4/244322334/ccs,CTCR-P
m84074_240804_073425_s4/266210773/ccs,CTCR-P
m84074_240804_073425_s4/244583709/ccs,CTCR-P
m84074_240804_073425_s4/240324473/ccs,CTCR-P
m84074_240804_073425_s4/220795218/ccs,CTCR-P
m84074_240804_073425_s4/262082806/ccs,CTCR-P
m84074_240804_073425_s4/240129324/ccs,CTCR-P
m84074_240804_073425_s4/247402581/ccs,CTCR-P
m84074_240804_073425_s4/248387153/ccs,CTCR-P
m84074_240804_073425_s4/242881507/ccs,CTCR-P
m84074_240804_073425_s4/253628130/ccs,CTCR-P
m84074_240804_073425_s4/259526837/ccs,CTCR-P
m84074_240804_073425_s4/247535175/ccs,CTCR-P
m84074_240804_073425_s4/245372794/ccs,CTCR-P
m84074_240804_073425_s4/257889480/ccs,CTCR-P
m84074_240804_073425_s4/223613636/ccs,CTCR-P
m84074_240804_073425_s4/241898429/ccs,CTCR-P
m84074_240804_073425_s4/216274634/ccs,CTCR-P
m84074_240804_073425_s4/265948329/ccs,CTCR-P
m84074_240804_073425_s4/254218983/ccs,CTCR-P
m84074_240804_073425_s4/249501526/ccs,CTCR-P
m84074_240804_073425_s4/216733042/ccs,CTCR-P
m84074_240804_073425_s4/251139682/ccs,CTCR-P
m84074_240804_073425_s4/234688830/ccs,CTCR-P
m84074_240804_073425_s4/265883629/ccs,CTCR-P
m84074_240804_073425_s4/222499108/ccs,CTCR-P
m84074_240804_073425_s4/211488628/ccs,CTCR-P
m84074_240804_073425_s4/258217398/ccs,CTCR-P
m84074_240804_073425_s4/263196473/ccs,CTCR-P
m84074_240804_073425_s4/227807647/ccs,CTCR-P
m84074_240804_073425_s4/247140963/ccs,CTCR-P
m84074_240804_073425_s4/238293479/ccs,CTCR-P
m84074_240804_073425_s4/241178350/ccs,CTCR-P
m84074_240804_073425_s4/257232421/ccs,CTCR-P
m84074_240804_073425_s4/261491940/ccs,CTCR-P
m84074_240804_073425_s4/255724676/ccs,CTCR-P
m84074_240804_073425_s4/259330328/ccs,CTCR-P
m84074_240804_073425_s4/252709930/ccs,CTCR-P
m84074_240804_073425_s4/234361323/ccs,CTCR-P
m84074_240804_073425_s4/268111863/ccs,CTCR-P
m84074_240804_073425_s4/249367606/ccs,CTCR-P
m84074_240804_073425_s4/221122672/ccs,CTCR-P
m84074_240804_073425_s4/259397070/ccs,CTCR-P
m84074_240804_073425_s4/249239246/ccs,CTCR-P
m84074_240804_073425_s4/255661798/ccs,CTCR-P
m84074_240804_073425_s4/217386814/ccs,CTCR-P
m84074_240804_073425_s4/256511468/ccs,CTCR-P
m84074_240804_073425_s4/255725135/ccs,CTCR-P
m84074_240804_073425_s4/256119165/ccs,CTCR-P
m84074_240804_073425_s4/228725563/ccs,CTCR-P
m84074_240804_073425_s4/256643838/ccs,CTCR-P
m84074_240804_073425_s4/260574689/ccs,CTCR-P
m84074_240804_073425_s4/266015659/ccs,CTCR-P
m84074_240804_073425_s4/221056686/ccs,CTCR-P
m84074_240804_073425_s4/250942022/ccs,CTCR-P
m84074_240804_073425_s4/223088251/ccs,CTCR-P
m84074_240804_073425_s4/210768276/ccs,CTCR-P
m84074_240804_073425_s4/253694203/ccs,CTCR-P
m84074_240804_073425_s4/264114331/ccs,CTCR-P
m84074_240804_073425_s4/254611160/ccs,CTCR-P
m84074_240804_073425_s4/242683738/ccs,CTCR-P
m84074_240804_073425_s4/244520087/ccs,CTCR-P
m84074_240804_073425_s4/240127925/ccs,CTCR-P
m84074_240804_073425_s4/249107221/ccs,CTCR-P
m84074_240804_073425_s4/237573354/ccs,CTCR-P
m84074_240804_073425_s4/252581074/ccs,CTCR-P
m84074_240804_073425_s4/243733216/ccs,CTCR-P
m84074_240804_073425_s4/241833048/ccs,CTCR-P
m84074_240804_073425_s4/241964407/ccs,CTCR-P
m84074_240804_073425_s4/240324406/ccs,CTCR-P
m84074_240804_073425_s4/254678161/ccs,CTCR-P
m84074_240804_073425_s4/211881848/ccs,CTCR-P
m84074_240804_073425_s4/258871441/ccs,CTCR-P
m84074_240804_073425_s4/248648201/ccs,CTCR-P
m84074_240804_073425_s4/252515879/ccs,CTCR-P
m84074_240804_073425_s4/242159205/ccs,CTCR-P
m84074_240804_073425_s4/216797663/ccs,CTCR-P
m84074_240804_073425_s4/264376644/ccs,CTCR-P
m84074_240804_073425_s4/256381946/ccs,CTCR-P
m84074_240804_073425_s4/240260261/ccs,CTCR-P
m84074_240804_073425_s4/217649899/ccs,CTCR-P
m84074_240804_073425_s4/267719874/ccs,CTCR-P
m84074_240804_073425_s4/223219762/ccs,CTCR-P
m84074_240804_073425_s4/221253374/ccs,CTCR-P
m84074_240804_073425_s4/249958723/ccs,CTCR-P
m84074_240804_073425_s4/251926189/ccs,CTCR-P
m84074_240804_073425_s4/253759009/ccs,CTCR-P
m84074_240804_073425_s4/238554765/ccs,CTCR-P
m84074_240804_073425_s4/245306081/ccs,CTCR-P
m84074_240804_073425_s4/259331263/ccs,CTCR-P
m84074_240804_073425_s4/220139726/ccs,CTCR-P
m84074_240804_073425_s4/221976362/ccs,CTCR-P
m84074_240804_073425_s4/228790449/ccs,CTCR-P
m84074_240804_073425_s4/249106576/ccs,CTCR-P
m84074_240804_073425_s4/221384607/ccs,CTCR-P
m84074_240804_073425_s4/262934584/ccs,CTCR-P
m84074_240804_073425_s4/263326938/ccs,CTCR-P
m84074_240804_073425_s4/211949105/ccs,CTCR-P
m84074_240804_073425_s4/262541164/ccs,CTCR-P
m84074_240804_073425_s4/253759343/ccs,CTCR-P
m84074_240804_073425_s4/246158773/ccs,CTCR-P
m84074_240804_073425_s4/251008658/ccs,CTCR-P
m84074_240804_073425_s4/248320472/ccs,CTCR-P
m84074_240804_073425_s4/223087692/ccs,CTCR-P
m84074_240804_073425_s4/256315503/ccs,CTCR-P
m84074_240804_073425_s4/250220804/ccs,CTCR-P
m84074_240804_073425_s4/212340386/ccs,CTCR-P
m84074_240804_073425_s4/220205227/ccs,CTCR-P
m84074_240804_073425_s4/223482412/ccs,CTCR-P
m84074_240804_073425_s4/248517808/ccs,CTCR-P
m84074_240804_073425_s4/211684940/ccs,CTCR-P
m84074_240804_073425_s4/253692950/ccs,CTCR-P
m84074_240804_073425_s4/221385520/ccs,CTCR-P
m84074_240804_073425_s4/228396379/ccs,CTCR-P
m84074_240804_073425_s4/244454680/ccs,CTCR-P
m84074_240804_073425_s4/238883935/ccs,CTCR-P
m84074_240804_073425_s4/255003806/ccs,CTCR-P
m84074_240804_073425_s4/220663160/ccs,CTCR-P
m84074_240804_073425_s4/251138353/ccs,CTCR-P
m84074_240804_073425_s4/263130511/ccs,CTCR-P
m84074_240804_073425_s4/237702291/ccs,CTCR-P
m84074_240804_073425_s4/240915741/ccs,CTCR-P
m84074_240804_073425_s4/250156637/ccs,CTCR-P
m84074_240804_073425_s4/240783569/ccs,CTCR-P
m84074_240804_073425_s4/222957865/ccs,CTCR-P
m84074_240804_073425_s4/233968022/ccs,CTCR-P
m84074_240804_073425_s4/239145917/ccs,CTCR-P
m84074_240804_073425_s4/243273344/ccs,CTCR-P
m84074_240804_073425_s4/234820232/ccs,CTCR-P
m84074_240804_073425_s4/237508204/ccs,CTCR-P
m84074_240804_073425_s4/249697042/ccs,CTCR-P
m84074_240804_073425_s4/222762504/ccs,CTCR-P
m84074_240804_073425_s4/257888881/ccs,CTCR-P
m84074_240804_073425_s4/261755604/ccs,CTCR-P
m84074_240804_073425_s4/243534944/ccs,CTCR-P
m84074_240804_073425_s4/244519066/ccs,CTCR-P
m84074_240804_073425_s4/261165459/ccs,CTCR-P
m84074_240804_073425_s4/233967898/ccs,CTCR-P
m84074_240804_073425_s4/266802086/ccs,CTCR-P
m84074_240804_073425_s4/246288831/ccs,CTCR-P
m84074_240804_073425_s4/252056867/ccs,CTCR-P
m84074_240804_073425_s4/243274836/ccs,CTCR-P
m84074_240804_073425_s4/243403830/ccs,CTCR-P
m84074_240804_073425_s4/237704190/ccs,CTCR-P
m84074_240804_073425_s4/266474076/ccs,CTCR-P
m84074_240804_073425_s4/248516101/ccs,CTCR-P
m84074_240804_073425_s4/255071523/ccs,CTCR-P
m84074_240804_073425_s4/252056856/ccs,CTCR-P
m84074_240804_073425_s4/216405194/ccs,CTCR-P
m84074_240804_073425_s4/256644791/ccs,CTCR-P
m84074_240804_073425_s4/223286297/ccs,CTCR-P
m84074_240804_073425_s4/239079490/ccs,CTCR-P
m84074_240804_073425_s4/261100785/ccs,CTCR-P
m84074_240804_073425_s4/211228506/ccs,CTCR-P
m84074_240804_073425_s4/220270619/ccs,CTCR-P
m84074_240804_073425_s4/248386180/ccs,CTCR-P
m84074_240804_073425_s4/267654058/ccs,CTCR-P
m84074_240804_073425_s4/239342673/ccs,CTCR-P
m84074_240804_073425_s4/238293699/ccs,CTCR-P
m84074_240804_073425_s4/245437330/ccs,CTCR-P
m84074_240804_073425_s4/241110856/ccs,CTCR-P
m84074_240804_073425_s4/253300729/ccs,CTCR-P
m84074_240804_073425_s4/244190360/ccs,CTCR-P
m84074_240804_073425_s4/241767389/ccs,CTCR-P
m84074_240804_073425_s4/241309076/ccs,CTCR-P
m84074_240804_073425_s4/247467792/ccs,CTCR-P
m84074_240804_073425_s4/222565811/ccs,CTCR-P
m84074_240804_073425_s4/259461291/ccs,CTCR-P
m84074_240804_073425_s4/239669886/ccs,CTCR-P
m84074_240804_073425_s4/237769410/ccs,CTCR-P
m84074_240804_073425_s4/241308467/ccs,CTCR-P
m84074_240804_073425_s4/246878625/ccs,CTCR-P
m84074_240804_073425_s4/248780650/ccs,CTCR-P
m84074_240804_073425_s4/259724540/ccs,CTCR-P
m84074_240804_073425_s4/243077704/ccs,CTCR-P
m84074_240804_073425_s4/262018308/ccs,CTCR-P
m84074_240804_073425_s4/250286802/ccs,CTCR-P
m84074_240804_073425_s4/246617366/ccs,CTCR-P
m84074_240804_073425_s4/267915674/ccs,CTCR-P
m84074_240804_073425_s4/238095919/ccs,CTCR-P
m84074_240804_073425_s4/253367004/ccs,CTCR-P
m84074_240804_073425_s4/242161077/ccs,CTCR-P
m84074_240804_073425_s4/252383220/ccs,CTCR-P
m84074_240804_073425_s4/234819916/ccs,CTCR-P
m84074_240804_073425_s4/253957895/ccs,CTCR-P
m84074_240804_073425_s4/258739251/ccs,CTCR-P
m84074_240804_073425_s4/243339437/ccs,CTCR-P
m84074_240804_073425_s4/247796290/ccs,CTCR-P
m84074_240804_073425_s4/252581369/ccs,CTCR-P
m84074_240804_073425_s4/220598517/ccs,CTCR-P
m84074_240804_073425_s4/239669642/ccs,CTCR-P
m84074_240804_073425_s4/258608455/ccs,CTCR-P
m84074_240804_073425_s4/216994563/ccs,CTCR-P
m84074_240804_073425_s4/244061960/ccs,CTCR-P
m84074_240804_073425_s4/241635191/ccs,CTCR-P
m84074_240804_073425_s4/228134743/ccs,CTCR-P
m84074_240804_073425_s4/255660512/ccs,CTCR-P
m84074_240804_073425_s4/220926562/ccs,CTCR-P
m84074_240804_073425_s4/247009507/ccs,CTCR-P
m84074_240804_073425_s4/266801153/ccs,CTCR-P
m84074_240804_073425_s4/252449918/ccs,CTCR-P
m84074_240804_073425_s4/268112060/ccs,CTCR-P
m84074_240804_073425_s4/257887742/ccs,CTCR-P
m84074_240804_073425_s4/242355697/ccs,CTCR-P
m84074_240804_073425_s4/221451231/ccs,CTCR-P
m84074_240804_073425_s4/257888852/ccs,CTCR-P
m84074_240804_073425_s4/260640134/ccs,CTCR-P
m84074_240804_073425_s4/263523564/ccs,CTCR-P
m84074_240804_073425_s4/258673826/ccs,CTCR-P
m84074_240804_073425_s4/264114663/ccs,CTCR-P
m84074_240804_073425_s4/242749740/ccs,CTCR-P
m84074_240804_073425_s4/246681738/ccs,CTCR-P
m84074_240804_073425_s4/250285995/ccs,CTCR-P
m84074_240804_073425_s4/246551018/ccs,CTCR-P
m84074_240804_073425_s4/241765433/ccs,CTCR-P
m84074_240804_073425_s4/243600566/ccs,CTCR-P
m84074_240804_073425_s4/263983268/ccs,CTCR-P
m84074_240804_073425_s4/217125749/ccs,CTCR-P
m84074_240804_073425_s4/245764574/ccs,CTCR-P
m84074_240804_073425_s4/254284982/ccs,CTCR-P
m84074_240804_073425_s4/259984859/ccs,CTCR-P
m84074_240804_073425_s4/220532823/ccs,CTCR-P
m84074_240804_073425_s4/250156089/ccs,CTCR-P
m84074_240804_073425_s4/253300725/ccs,CTCR-P
m84074_240804_073425_s4/234491380/ccs,CTCR-P
m84074_240804_073425_s4/239012878/ccs,CTCR-P
m84074_240804_073425_s4/246025667/ccs,CTCR-P
m84074_240804_073425_s4/212145082/ccs,CTCR-P
m84074_240804_073425_s4/243471401/ccs,CTCR-P
m84074_240804_073425_s4/256120063/ccs,CTCR-P
m84074_240804_073425_s4/254678195/ccs,CTCR-P
m84074_240804_073425_s4/251399785/ccs,CTCR-P
m84074_240804_073425_s4/246156537/ccs,CTCR-P
m84074_240804_073425_s4/256250518/ccs,CTCR-P
m84074_240804_073425_s4/254611282/ccs,CTCR-P
m84074_240804_073425_s4/244520777/ccs,CTCR-P
m84074_240804_073425_s4/253889935/ccs,CTCR-P
m84074_240804_073425_s4/256971767/ccs,CTCR-P
m84074_240804_073425_s4/211161389/ccs,CTCR-P
m84074_240804_073425_s4/228134568/ccs,CTCR-P
m84074_240804_073425_s4/252908160/ccs,CTCR-P
m84074_240804_073425_s4/243272787/ccs,CTCR-P
m84074_240804_073425_s4/240391601/ccs,CTCR-P
m84074_240804_073425_s4/243930759/ccs,CTCR-P
m84074_240804_073425_s4/227545111/ccs,CTCR-P
m84074_240804_073425_s4/261100620/ccs,CTCR-P
m84074_240804_073425_s4/217517180/ccs,CTCR-P
m84074_240804_073425_s4/256578167/ccs,CTCR-P
m84074_240804_073425_s4/249107263/ccs,CTCR-P
m84074_240804_073425_s4/249697832/ccs,CTCR-P
m84074_240804_073425_s4/228463743/ccs,CTCR-P
m84074_240804_073425_s4/245632070/ccs,CTCR-P
m84074_240804_073425_s4/248582298/ccs,CTCR-P
m84074_240804_073425_s4/260247615/ccs,CTCR-P
m84074_240804_073425_s4/266473713/ccs,CTCR-P
m84074_240804_073425_s4/239670942/ccs,CTCR-P
m84074_240804_073425_s4/249041157/ccs,CTCR-P
m84074_240804_073425_s4/217189988/ccs,CTCR-P
m84074_240804_073425_s4/234819736/ccs,CTCR-P
m84074_240804_073425_s4/244586090/ccs,CTCR-P
m84074_240804_073425_s4/249433259/ccs,CTCR-P
m84074_240804_073425_s4/265425784/ccs,CTCR-P
m84074_240804_073425_s4/257429406/ccs,CTCR-P
m84074_240804_073425_s4/222827061/ccs,CTCR-P
m84074_240804_073425_s4/245567197/ccs,CTCR-P
m84074_240804_073425_s4/262477357/ccs,CTCR-P
m84074_240804_073425_s4/239931642/ccs,CTCR-P
m84074_240804_073425_s4/234033675/ccs,CTCR-P
m84074_240804_073425_s4/253236967/ccs,CTCR-P
m84074_240804_073425_s4/212407819/ccs,CTCR-P
m84074_240804_073425_s4/259724319/ccs,CTCR-P
m84074_240804_073425_s4/239473413/ccs,CTCR-P
m84074_240804_073425_s4/228920360/ccs,CTCR-P
m84074_240804_073425_s4/241832335/ccs,CTCR-P
m84074_240804_073425_s4/266669136/ccs,CTCR-P
m84074_240804_073425_s4/239866519/ccs,CTCR-P
m84074_240804_073425_s4/266867646/ccs,CTCR-P
m84074_240804_073425_s4/254086958/ccs,CTCR-P
m84074_240804_073425_s4/212341573/ccs,CTCR-P
m84074_240804_073425_s4/266472819/ccs,CTCR-P
m84074_240804_073425_s4/243601226/ccs,CTCR-P
m84074_240804_073425_s4/212145878/ccs,CTCR-P
m84074_240804_073425_s4/258413384/ccs,CTCR-P
m84074_240804_073425_s4/258477895/ccs,CTCR-P
m84074_240804_073425_s4/243011867/ccs,CTCR-P
m84074_240804_073425_s4/258804927/ccs,CTCR-P
m84074_240804_073425_s4/241045367/ccs,CTCR-P
m84074_240804_073425_s4/221123972/ccs,CTCR-P
m84074_240804_073425_s4/266736460/ccs,CTCR-P
m84074_240804_073425_s4/262541527/ccs,CTCR-P
m84074_240804_073425_s4/260508947/ccs,CTCR-P
m84074_240804_073425_s4/239079466/ccs,CTCR-P
m84074_240804_073425_s4/257496020/ccs,CTCR-P
m84074_240804_073425_s4/267980553/ccs,CTCR-P
m84074_240804_073425_s4/241044853/ccs,CTCR-P
m84074_240804_073425_s4/234098457/ccs,CTCR-P
m84074_240804_073425_s4/239604646/ccs,CTCR-P
m84074_240804_073425_s4/264506550/ccs,CTCR-P
m84074_240804_073425_s4/251399765/ccs,CTCR-P
m84074_240804_073425_s4/242945589/ccs,CTCR-P
m84074_240804_073425_s4/233641541/ccs,CTCR-P
m84074_240804_073425_s4/228726335/ccs,CTCR-P
m84074_240804_073425_s4/242357487/ccs,CTCR-P
m84074_240804_073425_s4/257495224/ccs,CTCR-P
m84074_240804_073425_s4/257168000/ccs,CTCR-P
m84074_240804_073425_s4/244584911/ccs,CTCR-P
m84074_240804_073425_s4/244716739/ccs,CTCR-P
m84074_240804_073425_s4/210833253/ccs,CTCR-P
m84074_240804_073425_s4/220861901/ccs,CTCR-P
m84074_240804_073425_s4/257364198/ccs,CTCR-P
m84074_240804_073425_s4/251399171/ccs,CTCR-P
m84074_240804_073425_s4/247403802/ccs,CTCR-P
m84074_240804_073425_s4/229117562/ccs,CTCR-P
m84074_240804_073425_s4/265163434/ccs,CTCR-P
m84074_240804_073425_s4/266146171/ccs,CTCR-P
m84074_240804_073425_s4/261887515/ccs,CTCR-P
m84074_240804_073425_s4/247862151/ccs,CTCR-P
m84074_240804_073425_s4/265687460/ccs,CTCR-P
m84074_240804_073425_s4/237639182/ccs,CTCR-P
m84074_240804_073425_s4/217518700/ccs,CTCR-P
m84074_240804_073425_s4/267588161/ccs,CTCR-P
m84074_240804_073425_s4/238294657/ccs,CTCR-P
m84074_240804_073425_s4/250023008/ccs,CTCR-P
m84074_240804_073425_s4/256316653/ccs,CTCR-P
m84074_240804_073425_s4/257102803/ccs,CTCR-P
m84074_240804_073425_s4/238293131/ccs,CTCR-P
m84074_240804_073425_s4/247860444/ccs,CTCR-P
m84074_240804_073425_s4/252842012/ccs,CTCR-P
m84074_240804_073425_s4/221845007/ccs,CTCR-P
m84074_240804_073425_s4/264637608/ccs,CTCR-P
m84074_240804_073425_s4/268046456/ccs,CTCR-P
m84074_240804_073425_s4/223548588/ccs,CTCR-P
m84074_240804_073425_s4/212341189/ccs,CTCR-P
m84074_240804_073425_s4/245568292/ccs,CTCR-P
m84074_240804_073425_s4/265491449/ccs,CTCR-P
m84074_240804_073425_s4/256970851/ccs,CTCR-P
m84074_240804_073425_s4/211750760/ccs,CTCR-P
m84074_240804_073425_s4/216862477/ccs,CTCR-P
m84074_240804_073425_s4/228920345/ccs,CTCR-P
m84074_240804_073425_s4/262934227/ccs,CTCR-P
m84074_240804_073425_s4/251728901/ccs,CTCR-P
m84074_240804_073425_s4/245241659/ccs,CTCR-P
m84074_240804_073425_s4/243143944/ccs,CTCR-P
m84074_240804_073425_s4/258544884/ccs,CTCR-P
m84074_240804_073425_s4/211162376/ccs,CTCR-P
m84074_240804_073425_s4/257101308/ccs,CTCR-P
m84074_240804_073425_s4/268177546/ccs,CTCR-P
m84074_240804_073425_s4/252055443/ccs,CTCR-P
m84074_240804_073425_s4/228464521/ccs,CTCR-P
m84074_240804_073425_s4/254807380/ccs,CTCR-P
m84074_240804_073425_s4/263656473/ccs,CTCR-P
m84074_240804_073425_s4/228527549/ccs,CTCR-P
m84074_240804_073425_s4/242685099/ccs,CTCR-P
m84074_240804_073425_s4/258412875/ccs,CTCR-P
m84074_240804_073425_s4/245370621/ccs,CTCR-P
