readName,readClass
m84074_240804_073425_s4/259200590/ccs,CTCR-P
m84074_240804_073425_s4/258019731/ccs,CTCR-P
m84074_240804_073425_s4/217910526/ccs,CTCR-P
m84074_240804_073425_s4/251859168/ccs,CTCR-P
m84074_240804_073425_s4/251663175/ccs,CTCR-P
m84074_240804_073425_s4/239932437/ccs,CTCR-P
m84074_240804_073425_s4/259002668/ccs,CTCR-P
m84074_240804_073425_s4/240914695/ccs,CTCR-P
m84074_240804_073425_s4/253562038/ccs,CTCR-P
m84074_240804_073425_s4/261887212/ccs,CTCR-P
m84074_240804_073425_s4/222172858/ccs,CTCR-P
m84074_240804_073425_s4/262081990/ccs,CTCR-P
m84074_240804_073425_s4/240522090/ccs,CTCR-P
m84074_240804_073425_s4/216993874/ccs,CTCR-P
m84074_240804_073425_s4/211555639/ccs,CTCR-P
m84074_240804_073425_s4/227545497/ccs,CTCR-P
m84074_240804_073425_s4/222827275/ccs,CTCR-P
m84074_240804_073425_s4/257758233/ccs,CTCR-P
m84074_240804_073425_s4/220401852/ccs,CTCR-P
m84074_240804_073425_s4/244389478/ccs,CTCR-P
m84074_240804_073425_s4/229117939/ccs,CTCR-P
m84074_240804_073425_s4/245108704/ccs,CTCR-P
m84074_240804_073425_s4/247076400/ccs,CTCR-P
m84074_240804_073425_s4/255464021/ccs,CTCR-P
m84074_240804_073425_s4/242160602/ccs,CTCR-P
m84074_240804_073425_s4/247402251/ccs,CTCR-P
m84074_240804_073425_s4/262148920/ccs,CTCR-P
m84074_240804_073425_s4/221580944/ccs,CTCR-P
m84074_240804_073425_s4/238620836/ccs,CTCR-P
m84074_240804_073425_s4/248713258/ccs,CTCR-P
m84074_240804_073425_s4/244321808/ccs,CTCR-P
m84074_240804_073425_s4/237900727/ccs,CTCR-P
m84074_240804_073425_s4/248188885/ccs,CTCR-P
m84074_240804_073425_s4/261361448/ccs,CTCR-P
m84074_240804_073425_s4/263916934/ccs,CTCR-P
m84074_240804_073425_s4/248515752/ccs,CTCR-P
m84074_240804_073425_s4/248122552/ccs,CTCR-P
m84074_240804_073425_s4/247074054/ccs,CTCR-P
m84074_240804_073425_s4/217716507/ccs,CTCR-P
m84074_240804_073425_s4/211029184/ccs,CTCR-P
m84074_240804_073425_s4/228724954/ccs,CTCR-P
m84074_240804_073425_s4/239865358/ccs,CTCR-P
m84074_240804_073425_s4/242093990/ccs,CTCR-P
m84074_240804_073425_s4/228199564/ccs,CTCR-P
m84074_240804_073425_s4/212143670/ccs,CTCR-P
m84074_240804_073425_s4/211947473/ccs,CTCR-P
m84074_240804_073425_s4/237506471/ccs,CTCR-P
m84074_240804_073425_s4/258151069/ccs,CTCR-P
m84074_240804_073425_s4/252645485/ccs,CTCR-P
m84074_240804_073425_s4/264048009/ccs,CTCR-P
m84074_240804_073425_s4/254349081/ccs,CTCR-P
m84074_240804_073425_s4/234163626/ccs,CTCR-P
m84074_240804_073425_s4/256710024/ccs,CTCR-P
m84074_240804_073425_s4/263654931/ccs,CTCR-P
m84074_240804_073425_s4/263590939/ccs,CTCR-P
m84074_240804_073425_s4/257496055/ccs,CTCR-P
m84074_240804_073425_s4/211029653/ccs,CTCR-P
m84074_240804_073425_s4/217060609/ccs,CTCR-P
m84074_240804_073425_s4/265425287/ccs,CTCR-P
m84074_240804_073425_s4/249500819/ccs,CTCR-P
m84074_240804_073425_s4/221057139/ccs,CTCR-P
m84074_240804_073425_s4/256969898/ccs,CTCR-P
m84074_240804_073425_s4/221646257/ccs,CTCR-P
m84074_240804_073425_s4/260443800/ccs,CTCR-P
m84074_240804_073425_s4/255791108/ccs,CTCR-P
m84074_240804_073425_s4/239538942/ccs,CTCR-P
m84074_240804_073425_s4/222236981/ccs,CTCR-P
m84074_240804_073425_s4/262214745/ccs,CTCR-P
m84074_240804_073425_s4/253367646/ccs,CTCR-P
m84074_240804_073425_s4/239341128/ccs,CTCR-P
m84074_240804_073425_s4/239668438/ccs,CTCR-P
m84074_240804_073425_s4/233640862/ccs,CTCR-P
m84074_240804_073425_s4/261033381/ccs,CTCR-P
m84074_240804_073425_s4/240588601/ccs,CTCR-P
m84074_240804_073425_s4/255463248/ccs,CTCR-P
m84074_240804_073425_s4/267916126/ccs,CTCR-P
m84074_240804_073425_s4/245698044/ccs,CTCR-P
m84074_240804_073425_s4/220074617/ccs,CTCR-P
m84074_240804_073425_s4/241963902/ccs,CTCR-P
m84074_240804_073425_s4/255922415/ccs,CTCR-P
m84074_240804_073425_s4/234033108/ccs,CTCR-P
m84074_240804_073425_s4/250680541/ccs,CTCR-P
m84074_240804_073425_s4/242749020/ccs,CTCR-P
m84074_240804_073425_s4/227612226/ccs,CTCR-P
m84074_240804_073425_s4/234361025/ccs,CTCR-P
m84074_240804_073425_s4/234690234/ccs,CTCR-P
m84074_240804_073425_s4/258215992/ccs,CTCR-P
m84074_240804_073425_s4/241242598/ccs,CTCR-P
m84074_240804_073425_s4/258739498/ccs,CTCR-P
m84074_240804_073425_s4/223154918/ccs,CTCR-P
m84074_240804_073425_s4/217584262/ccs,CTCR-P
m84074_240804_073425_s4/212472098/ccs,CTCR-P
m84074_240804_073425_s4/248255063/ccs,CTCR-P
m84074_240804_073425_s4/233640162/ccs,CTCR-P
m84074_240804_073425_s4/255529827/ccs,CTCR-P
m84074_240804_073425_s4/261952230/ccs,CTCR-P
m84074_240804_073425_s4/263326768/ccs,CTCR-P
m84074_240804_073425_s4/243403805/ccs,CTCR-P
m84074_240804_073425_s4/227808675/ccs,CTCR-P
m84074_240804_073425_s4/223352122/ccs,CTCR-P
m84074_240804_073425_s4/265884211/ccs,CTCR-P
m84074_240804_073425_s4/256774345/ccs,CTCR-P
m84074_240804_073425_s4/242882329/ccs,CTCR-P
m84074_240804_073425_s4/211619914/ccs,CTCR-P
m84074_240804_073425_s4/255266781/ccs,CTCR-P
m84074_240804_073425_s4/251597419/ccs,CTCR-P
m84074_240804_073425_s4/261558156/ccs,CTCR-P
m84074_240804_073425_s4/237571972/ccs,CTCR-P
m84074_240804_073425_s4/243536057/ccs,CTCR-P
m84074_240804_073425_s4/217910392/ccs,CTCR-P
m84074_240804_073425_s4/247206118/ccs,CTCR-P
m84074_240804_073425_s4/228791384/ccs,CTCR-P
m84074_240804_073425_s4/222301396/ccs,CTCR-P
m84074_240804_073425_s4/211096261/ccs,CTCR-P
m84074_240804_073425_s4/262542480/ccs,CTCR-P
m84074_240804_073425_s4/233836172/ccs,CTCR-P
m84074_240804_073425_s4/264507307/ccs,CTCR-P
m84074_240804_073425_s4/242554358/ccs,CTCR-P
m84074_240804_073425_s4/228331871/ccs,CTCR-P
m84074_240804_073425_s4/257559940/ccs,CTCR-P
m84074_240804_073425_s4/251006734/ccs,CTCR-P
m84074_240804_073425_s4/254479904/ccs,CTCR-P
m84074_240804_073425_s4/211881371/ccs,CTCR-P
m84074_240804_073425_s4/252122081/ccs,CTCR-P
m84074_240804_073425_s4/222367645/ccs,CTCR-P
m84074_240804_073425_s4/252644828/ccs,CTCR-P
m84074_240804_073425_s4/260444140/ccs,CTCR-P
m84074_240804_073425_s4/246944674/ccs,CTCR-P
m84074_240804_073425_s4/253564279/ccs,CTCR-P
m84074_240804_073425_s4/222892432/ccs,CTCR-P
m84074_240804_073425_s4/228987818/ccs,CTCR-P
m84074_240804_073425_s4/258740428/ccs,CTCR-P
m84074_240804_073425_s4/228266870/ccs,CTCR-P
m84074_240804_073425_s4/216929779/ccs,CTCR-P
m84074_240804_073425_s4/254414106/ccs,CTCR-P
m84074_240804_073425_s4/262214658/ccs,CTCR-P
m84074_240804_073425_s4/263590384/ccs,CTCR-P
m84074_240804_073425_s4/251205070/ccs,CTCR-P
m84074_240804_073425_s4/242028262/ccs,CTCR-P
m84074_240804_073425_s4/267523089/ccs,CTCR-P
m84074_240804_073425_s4/243275163/ccs,CTCR-P
m84074_240804_073425_s4/245633372/ccs,CTCR-P
m84074_240804_073425_s4/210832872/ccs,CTCR-P
m84074_240804_073425_s4/250286282/ccs,CTCR-P
m84074_240804_073425_s4/212277035/ccs,CTCR-P
m84074_240804_073425_s4/257232593/ccs,CTCR-P
m84074_240804_073425_s4/227938651/ccs,CTCR-P
m84074_240804_073425_s4/241046886/ccs,CTCR-P
m84074_240804_073425_s4/261361796/ccs,CTCR-P
m84074_240804_073425_s4/239342464/ccs,CTCR-P
m84074_240804_073425_s4/245699566/ccs,CTCR-P
m84074_240804_073425_s4/211621049/ccs,CTCR-P
m84074_240804_073425_s4/255399230/ccs,CTCR-P
m84074_240804_073425_s4/223612971/ccs,CTCR-P
m84074_240804_073425_s4/223418102/ccs,CTCR-P
m84074_240804_073425_s4/246550259/ccs,CTCR-P
m84074_240804_073425_s4/251399975/ccs,CTCR-P
m84074_240804_073425_s4/211357827/ccs,CTCR-P
m84074_240804_073425_s4/260443195/ccs,CTCR-P
m84074_240804_073425_s4/223284669/ccs,CTCR-P
m84074_240804_073425_s4/246355430/ccs,CTCR-P
m84074_240804_073425_s4/246290194/ccs,CTCR-P
m84074_240804_073425_s4/266933068/ccs,CTCR-P
m84074_240804_073425_s4/244191994/ccs,CTCR-P
m84074_240804_073425_s4/259593513/ccs,CTCR-P
m84074_240804_073425_s4/237507880/ccs,CTCR-P
m84074_240804_073425_s4/241963979/ccs,CTCR-P
m84074_240804_073425_s4/247926742/ccs,CTCR-P
m84074_240804_073425_s4/240849016/ccs,CTCR-P
m84074_240804_073425_s4/265688413/ccs,CTCR-P
m84074_240804_073425_s4/216995438/ccs,CTCR-P
m84074_240804_073425_s4/228659551/ccs,CTCR-P
m84074_240804_073425_s4/250221221/ccs,CTCR-P
m84074_240804_073425_s4/241766406/ccs,CTCR-P
m84074_240804_073425_s4/238293555/ccs,CTCR-P
m84074_240804_073425_s4/222563810/ccs,CTCR-P
m84074_240804_073425_s4/246552118/ccs,CTCR-P
m84074_240804_073425_s4/257101234/ccs,CTCR-P
m84074_240804_073425_s4/249828569/ccs,CTCR-P
m84074_240804_073425_s4/220466569/ccs,CTCR-P
m84074_240804_073425_s4/242816019/ccs,CTCR-P
m84074_240804_073425_s4/253956911/ccs,CTCR-P
m84074_240804_073425_s4/211031352/ccs,CTCR-P
m84074_240804_073425_s4/267455822/ccs,CTCR-P
m84074_240804_073425_s4/254807706/ccs,CTCR-P
m84074_240804_073425_s4/266997272/ccs,CTCR-P
m84074_240804_073425_s4/221844262/ccs,CTCR-P
m84074_240804_073425_s4/228135217/ccs,CTCR-P
m84074_240804_073425_s4/256054280/ccs,CTCR-P
m84074_240804_073425_s4/222563936/ccs,CTCR-P
m84074_240804_073425_s4/262082736/ccs,CTCR-P
m84074_240804_073425_s4/242422607/ccs,CTCR-P
m84074_240804_073425_s4/249435581/ccs,CTCR-P
m84074_240804_073425_s4/244782157/ccs,CTCR-P
m84074_240804_073425_s4/259593325/ccs,CTCR-P
m84074_240804_073425_s4/221713449/ccs,CTCR-P
m84074_240804_073425_s4/238884667/ccs,CTCR-P
m84074_240804_073425_s4/246027676/ccs,CTCR-P
m84074_240804_073425_s4/220139020/ccs,CTCR-P
m84074_240804_073425_s4/249172346/ccs,CTCR-P
m84074_240804_073425_s4/246877454/ccs,CTCR-P
m84074_240804_073425_s4/259460420/ccs,CTCR-P
m84074_240804_073425_s4/257690765/ccs,CTCR-P
m84074_240804_073425_s4/239799594/ccs,CTCR-P
m84074_240804_073425_s4/252252210/ccs,CTCR-P
m84074_240804_073425_s4/211030216/ccs,CTCR-P
m84074_240804_073425_s4/238685977/ccs,CTCR-P
m84074_240804_073425_s4/227808774/ccs,CTCR-P
m84074_240804_073425_s4/223677612/ccs,CTCR-P
m84074_240804_073425_s4/248255233/ccs,CTCR-P
m84074_240804_073425_s4/234033381/ccs,CTCR-P
m84074_240804_073425_s4/266539355/ccs,CTCR-P
m84074_240804_073425_s4/267128424/ccs,CTCR-P
m84074_240804_073425_s4/243666094/ccs,CTCR-P
m84074_240804_073425_s4/266539384/ccs,CTCR-P
m84074_240804_073425_s4/229052553/ccs,CTCR-P
m84074_240804_073425_s4/263067225/ccs,CTCR-P
m84074_240804_073425_s4/222761345/ccs,CTCR-P
m84074_240804_073425_s4/248518194/ccs,CTCR-P
m84074_240804_073425_s4/243536140/ccs,CTCR-P
m84074_240804_073425_s4/238424532/ccs,CTCR-P
m84074_240804_073425_s4/238686325/ccs,CTCR-P
m84074_240804_073425_s4/262737959/ccs,CTCR-P
m84074_240804_073425_s4/259985011/ccs,CTCR-P
m84074_240804_073425_s4/250482530/ccs,CTCR-P
m84074_240804_073425_s4/246484723/ccs,CTCR-P
m84074_240804_073425_s4/257824443/ccs,CTCR-P
m84074_240804_073425_s4/229119608/ccs,CTCR-P
m84074_240804_073425_s4/237638802/ccs,CTCR-P
m84074_240804_073425_s4/259003333/ccs,CTCR-P
m84074_240804_073425_s4/244257944/ccs,CTCR-P
m84074_240804_073425_s4/247141834/ccs,CTCR-P
m84074_240804_073425_s4/260706672/ccs,CTCR-P
m84074_240804_073425_s4/258740123/ccs,CTCR-P
m84074_240804_073425_s4/251139498/ccs,CTCR-P
m84074_240804_073425_s4/211555261/ccs,CTCR-P
m84074_240804_073425_s4/254088893/ccs,CTCR-P
m84074_240804_073425_s4/249564582/ccs,CTCR-P
m84074_240804_073425_s4/244782463/ccs,CTCR-P
m84074_240804_073425_s4/211684468/ccs,CTCR-P
m84074_240804_073425_s4/237637555/ccs,CTCR-P
m84074_240804_073425_s4/216340228/ccs,CTCR-P
m84074_240804_073425_s4/264965507/ccs,CTCR-P
m84074_240804_073425_s4/260837170/ccs,CTCR-P
m84074_240804_073425_s4/257365338/ccs,CTCR-P
m84074_240804_073425_s4/243798837/ccs,CTCR-P
m84074_240804_073425_s4/253105636/ccs,CTCR-P
m84074_240804_073425_s4/247992256/ccs,CTCR-P
m84074_240804_073425_s4/255070553/ccs,CTCR-P
m84074_240804_073425_s4/265358992/ccs,CTCR-P
m84074_240804_073425_s4/251989726/ccs,CTCR-P
m84074_240804_073425_s4/250744586/ccs,CTCR-P
m84074_240804_073425_s4/246812200/ccs,CTCR-P
m84074_240804_073425_s4/222892645/ccs,CTCR-P
m84074_240804_073425_s4/249567047/ccs,CTCR-P
m84074_240804_073425_s4/267456387/ccs,CTCR-P
m84074_240804_073425_s4/246615435/ccs,CTCR-P
m84074_240804_073425_s4/249433622/ccs,CTCR-P
m84074_240804_073425_s4/221711597/ccs,CTCR-P
m84074_240804_073425_s4/216929780/ccs,CTCR-P
m84074_240804_073425_s4/238686126/ccs,CTCR-P
m84074_240804_073425_s4/240914263/ccs,CTCR-P
m84074_240804_073425_s4/220795685/ccs,CTCR-P
m84074_240804_073425_s4/211687214/ccs,CTCR-P
m84074_240804_073425_s4/267522079/ccs,CTCR-P
m84074_240804_073425_s4/258086640/ccs,CTCR-P
m84074_240804_073425_s4/245438311/ccs,CTCR-P
m84074_240804_073425_s4/256642516/ccs,CTCR-P
m84074_240804_073425_s4/223417663/ccs,CTCR-P
m84074_240804_073425_s4/227676474/ccs,CTCR-P
m84074_240804_073425_s4/211816015/ccs,CTCR-P
m84074_240804_073425_s4/217910309/ccs,CTCR-P
m84074_240804_073425_s4/244911414/ccs,CTCR-P
m84074_240804_073425_s4/260577080/ccs,CTCR-P
m84074_240804_073425_s4/244389204/ccs,CTCR-P
m84074_240804_073425_s4/211883057/ccs,CTCR-P
m84074_240804_073425_s4/240129619/ccs,CTCR-P
m84074_240804_073425_s4/254874486/ccs,CTCR-P
m84074_240804_073425_s4/259921350/ccs,CTCR-P
m84074_240804_073425_s4/222696612/ccs,CTCR-P
m84074_240804_073425_s4/241962561/ccs,CTCR-P
m84074_240804_073425_s4/211357809/ccs,CTCR-P
m84074_240804_073425_s4/260246849/ccs,CTCR-P
m84074_240804_073425_s4/253628571/ccs,CTCR-P
m84074_240804_073425_s4/264312162/ccs,CTCR-P
m84074_240804_073425_s4/257692420/ccs,CTCR-P
m84074_240804_073425_s4/253104289/ccs,CTCR-P
m84074_240804_073425_s4/258020923/ccs,CTCR-P
m84074_240804_073425_s4/251466805/ccs,CTCR-P
m84074_240804_073425_s4/261098700/ccs,CTCR-P
m84074_240804_073425_s4/264573561/ccs,CTCR-P
m84074_240804_073425_s4/249040354/ccs,CTCR-P
m84074_240804_073425_s4/211554438/ccs,CTCR-P
m84074_240804_073425_s4/255397685/ccs,CTCR-P
m84074_240804_073425_s4/212276334/ccs,CTCR-P
m84074_240804_073425_s4/253300521/ccs,CTCR-P
m84074_240804_073425_s4/228069924/ccs,CTCR-P
m84074_240804_073425_s4/257365768/ccs,CTCR-P
m84074_240804_073425_s4/255069790/ccs,CTCR-P
m84074_240804_073425_s4/220139578/ccs,CTCR-P
m84074_240804_073425_s4/239931333/ccs,CTCR-P
m84074_240804_073425_s4/242423394/ccs,CTCR-P
m84074_240804_073425_s4/241046837/ccs,CTCR-P
m84074_240804_073425_s4/247008364/ccs,CTCR-P
m84074_240804_073425_s4/252122179/ccs,CTCR-P
m84074_240804_073425_s4/253104272/ccs,CTCR-P
m84074_240804_073425_s4/254547185/ccs,CTCR-P
m84074_240804_073425_s4/234229963/ccs,CTCR-P
m84074_240804_073425_s4/245568914/ccs,CTCR-P
m84074_240804_073425_s4/250549725/ccs,CTCR-P
m84074_240804_073425_s4/258150598/ccs,CTCR-P
m84074_240804_073425_s4/267848892/ccs,CTCR-P
m84074_240804_073425_s4/244323688/ccs,CTCR-P
m84074_240804_073425_s4/234689971/ccs,CTCR-P
m84074_240804_073425_s4/263130902/ccs,CTCR-P
m84074_240804_073425_s4/227742334/ccs,CTCR-P
m84074_240804_073425_s4/250679547/ccs,CTCR-P
m84074_240804_073425_s4/250353068/ccs,CTCR-P
m84074_240804_073425_s4/254743423/ccs,CTCR-P
m84074_240804_073425_s4/239210081/ccs,CTCR-P
m84074_240804_073425_s4/249631765/ccs,CTCR-P
m84074_240804_073425_s4/249697800/ccs,CTCR-P
m84074_240804_073425_s4/249435341/ccs,CTCR-P
m84074_240804_073425_s4/261493196/ccs,CTCR-P
m84074_240804_073425_s4/220402830/ccs,CTCR-P
m84074_240804_073425_s4/217388433/ccs,CTCR-P
m84074_240804_073425_s4/263458243/ccs,CTCR-P
m84074_240804_073425_s4/260772587/ccs,CTCR-P
m84074_240804_073425_s4/245828763/ccs,CTCR-P
m84074_240804_073425_s4/264704357/ccs,CTCR-P
m84074_240804_073425_s4/259788996/ccs,CTCR-P
m84074_240804_073425_s4/244977032/ccs,CTCR-P
m84074_240804_073425_s4/264311954/ccs,CTCR-P
m84074_240804_073425_s4/251858647/ccs,CTCR-P
m84074_240804_073425_s4/261231388/ccs,CTCR-P
m84074_240804_073425_s4/246748312/ccs,CTCR-P
m84074_240804_073425_s4/266867393/ccs,CTCR-P
m84074_240804_073425_s4/221320019/ccs,CTCR-P
m84074_240804_073425_s4/245435864/ccs,CTCR-P
m84074_240804_073425_s4/237508273/ccs,CTCR-P
m84074_240804_073425_s4/258411909/ccs,CTCR-P
m84074_240804_073425_s4/211096392/ccs,CTCR-P
m84074_240804_073425_s4/210767983/ccs,CTCR-P
m84074_240804_073425_s4/249171915/ccs,CTCR-P
m84074_240804_073425_s4/217452423/ccs,CTCR-P
m84074_240804_073425_s4/242095935/ccs,CTCR-P
m84074_240804_073425_s4/255397904/ccs,CTCR-P
m84074_240804_073425_s4/211160803/ccs,CTCR-P
m84074_240804_073425_s4/217518023/ccs,CTCR-P
m84074_240804_073425_s4/246682030/ccs,CTCR-P
m84074_240804_073425_s4/263590280/ccs,CTCR-P
m84074_240804_073425_s4/243207729/ccs,CTCR-P
m84074_240804_073425_s4/223220709/ccs,CTCR-P
m84074_240804_073425_s4/242685107/ccs,CTCR-P
m84074_240804_073425_s4/240064305/ccs,CTCR-P
m84074_240804_073425_s4/228659286/ccs,CTCR-P
m84074_240804_073425_s4/220401342/ccs,CTCR-P
m84074_240804_073425_s4/266342000/ccs,CTCR-P
m84074_240804_073425_s4/248581904/ccs,CTCR-P
m84074_240804_073425_s4/222694447/ccs,CTCR-P
m84074_240804_073425_s4/210900576/ccs,CTCR-P
m84074_240804_073425_s4/267717710/ccs,CTCR-P
m84074_240804_073425_s4/240914158/ccs,CTCR-P
m84074_240804_073425_s4/260707196/ccs,CTCR-P
m84074_240804_073425_s4/241833398/ccs,CTCR-P
m84074_240804_073425_s4/240063370/ccs,CTCR-P
m84074_240804_073425_s4/255398542/ccs,CTCR-P
m84074_240804_073425_s4/238818631/ccs,CTCR-P
m84074_240804_073425_s4/239472076/ccs,CTCR-P
m84074_240804_073425_s4/266276358/ccs,CTCR-P
m84074_240804_073425_s4/262280389/ccs,CTCR-P
m84074_240804_073425_s4/246156317/ccs,CTCR-P
m84074_240804_073425_s4/259722476/ccs,CTCR-P
m84074_240804_073425_s4/220271865/ccs,CTCR-P
m84074_240804_073425_s4/263261311/ccs,CTCR-P
m84074_240804_073425_s4/247336240/ccs,CTCR-P
m84074_240804_073425_s4/217911799/ccs,CTCR-P
m84074_240804_073425_s4/220073800/ccs,CTCR-P
m84074_240804_073425_s4/241701850/ccs,CTCR-P
m84074_240804_073425_s4/246289403/ccs,CTCR-P
m84074_240804_073425_s4/264769509/ccs,CTCR-P
m84074_240804_073425_s4/233640411/ccs,CTCR-P
m84074_240804_073425_s4/220335936/ccs,CTCR-P
m84074_240804_073425_s4/259396863/ccs,CTCR-P
m84074_240804_073425_s4/248976521/ccs,CTCR-P
m84074_240804_073425_s4/216404756/ccs,CTCR-P
m84074_240804_073425_s4/221514779/ccs,CTCR-P
m84074_240804_073425_s4/233641871/ccs,CTCR-P
m84074_240804_073425_s4/234753131/ccs,CTCR-P
m84074_240804_073425_s4/247272325/ccs,CTCR-P
m84074_240804_073425_s4/263982852/ccs,CTCR-P
m84074_240804_073425_s4/245305145/ccs,CTCR-P
m84074_240804_073425_s4/234755125/ccs,CTCR-P
m84074_240804_073425_s4/240192841/ccs,CTCR-P
m84074_240804_073425_s4/238162104/ccs,CTCR-P
m84074_240804_073425_s4/259331492/ccs,CTCR-P
m84074_240804_073425_s4/264508304/ccs,CTCR-P
m84074_240804_073425_s4/243667664/ccs,CTCR-P
m84074_240804_073425_s4/257627564/ccs,CTCR-P
m84074_240804_073425_s4/258412838/ccs,CTCR-P
m84074_240804_073425_s4/261361306/ccs,CTCR-P
m84074_240804_073425_s4/245174703/ccs,CTCR-P
m84074_240804_073425_s4/253758480/ccs,CTCR-P
m84074_240804_073425_s4/258085899/ccs,CTCR-P
m84074_240804_073425_s4/216405351/ccs,CTCR-P
m84074_240804_073425_s4/246420616/ccs,CTCR-P
m84074_240804_073425_s4/238817223/ccs,CTCR-P
m84074_240804_073425_s4/262934356/ccs,CTCR-P
m84074_240804_073425_s4/217910578/ccs,CTCR-P
m84074_240804_073425_s4/246354770/ccs,CTCR-P
m84074_240804_073425_s4/244715713/ccs,CTCR-P
m84074_240804_073425_s4/222631816/ccs,CTCR-P
m84074_240804_073425_s4/268242456/ccs,CTCR-P
m84074_240804_073425_s4/257888092/ccs,CTCR-P
m84074_240804_073425_s4/265425842/ccs,CTCR-P
m84074_240804_073425_s4/246289004/ccs,CTCR-P
m84074_240804_073425_s4/240916199/ccs,CTCR-P
m84074_240804_073425_s4/251795098/ccs,CTCR-P
m84074_240804_073425_s4/233902189/ccs,CTCR-P
m84074_240804_073425_s4/258676422/ccs,CTCR-P
m84074_240804_073425_s4/227937874/ccs,CTCR-P
m84074_240804_073425_s4/240455885/ccs,CTCR-P
m84074_240804_073425_s4/253432533/ccs,CTCR-P
m84074_240804_073425_s4/252907893/ccs,CTCR-P
m84074_240804_073425_s4/238949280/ccs,CTCR-P
m84074_240804_073425_s4/228005345/ccs,CTCR-P
m84074_240804_073425_s4/227874582/ccs,CTCR-P
m84074_240804_073425_s4/260771627/ccs,CTCR-P
m84074_240804_073425_s4/243077572/ccs,CTCR-P
m84074_240804_073425_s4/211751071/ccs,CTCR-P
m84074_240804_073425_s4/264115198/ccs,CTCR-P
m84074_240804_073425_s4/259004076/ccs,CTCR-P
m84074_240804_073425_s4/248909521/ccs,CTCR-P
m84074_240804_073425_s4/251662889/ccs,CTCR-P
m84074_240804_073425_s4/211947604/ccs,CTCR-P
m84074_240804_073425_s4/249565671/ccs,CTCR-P
m84074_240804_073425_s4/248714770/ccs,CTCR-P
m84074_240804_073425_s4/228463877/ccs,CTCR-P
m84074_240804_073425_s4/247336406/ccs,CTCR-P
m84074_240804_073425_s4/258936821/ccs,CTCR-P
m84074_240804_073425_s4/266867527/ccs,CTCR-P
m84074_240804_073425_s4/254086507/ccs,CTCR-P
m84074_240804_073425_s4/267587720/ccs,CTCR-P
m84074_240804_073425_s4/260838021/ccs,CTCR-P
m84074_240804_073425_s4/217255929/ccs,CTCR-P
m84074_240804_073425_s4/254676380/ccs,CTCR-P
m84074_240804_073425_s4/258018521/ccs,CTCR-P
m84074_240804_073425_s4/265096678/ccs,CTCR-P
m84074_240804_073425_s4/220728332/ccs,CTCR-P
m84074_240804_073425_s4/240651502/ccs,CTCR-P
m84074_240804_073425_s4/254416175/ccs,CTCR-P
m84074_240804_073425_s4/217321923/ccs,CTCR-P
m84074_240804_073425_s4/242488424/ccs,CTCR-P
m84074_240804_073425_s4/255593913/ccs,CTCR-P
m84074_240804_073425_s4/249762933/ccs,CTCR-P
m84074_240804_073425_s4/233903126/ccs,CTCR-P
m84074_240804_073425_s4/220466987/ccs,CTCR-P
m84074_240804_073425_s4/222631191/ccs,CTCR-P
m84074_240804_073425_s4/210898770/ccs,CTCR-P
m84074_240804_073425_s4/243799215/ccs,CTCR-P
m84074_240804_073425_s4/255594856/ccs,CTCR-P
m84074_240804_073425_s4/245241325/ccs,CTCR-P
m84074_240804_073425_s4/244454513/ccs,CTCR-P
m84074_240804_073425_s4/217125206/ccs,CTCR-P
m84074_240804_073425_s4/261558551/ccs,CTCR-P
m84074_240804_073425_s4/261361631/ccs,CTCR-P
m84074_240804_073425_s4/212079849/ccs,CTCR-P
m84074_240804_073425_s4/243078838/ccs,CTCR-P
m84074_240804_073425_s4/247664413/ccs,CTCR-P
m84074_240804_073425_s4/220861634/ccs,CTCR-P
m84074_240804_073425_s4/221253346/ccs,CTCR-P
m84074_240804_073425_s4/265621649/ccs,CTCR-P
m84074_240804_073425_s4/221712308/ccs,CTCR-P
m84074_240804_073425_s4/261363152/ccs,CTCR-P
m84074_240804_073425_s4/229118575/ccs,CTCR-P
m84074_240804_073425_s4/251401225/ccs,CTCR-P
m84074_240804_073425_s4/261360940/ccs,CTCR-P
m84074_240804_073425_s4/261099749/ccs,CTCR-P
m84074_240804_073425_s4/263786206/ccs,CTCR-P
m84074_240804_073425_s4/256119954/ccs,CTCR-P
m84074_240804_073425_s4/253955156/ccs,CTCR-P
m84074_240804_073425_s4/228658357/ccs,CTCR-P
m84074_240804_073425_s4/238883798/ccs,CTCR-P
m84074_240804_073425_s4/221058254/ccs,CTCR-P
m84074_240804_073425_s4/254939133/ccs,CTCR-P
m84074_240804_073425_s4/246943666/ccs,CTCR-P
m84074_240804_073425_s4/247532721/ccs,CTCR-P
m84074_240804_073425_s4/264113937/ccs,CTCR-P
m84074_240804_073425_s4/228135362/ccs,CTCR-P
m84074_240804_073425_s4/242290703/ccs,CTCR-P
m84074_240804_073425_s4/252907989/ccs,CTCR-P
m84074_240804_073425_s4/223286933/ccs,CTCR-P
m84074_240804_073425_s4/238098276/ccs,CTCR-P
m84074_240804_073425_s4/252384909/ccs,CTCR-P
m84074_240804_073425_s4/249762270/ccs,CTCR-P
m84074_240804_073425_s4/254676138/ccs,CTCR-P
m84074_240804_073425_s4/254021359/ccs,CTCR-P
m84074_240804_073425_s4/217191180/ccs,CTCR-P
m84074_240804_073425_s4/241110954/ccs,CTCR-P
